id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position
1042804,"A_23_P419641",33858,"DLL4","delta-like 4 (Drosophila)",54567,"15","n/a","n/a"
1042805,"CUST_13166_PI416261804",33858,"DLL4","delta-like 4 (Drosophila)",54567,"15","n/a","n/a"
1022084,"A_23_P403466",1733,"DLX1","distal-less homeobox 1",1745,"2","n/a","n/a"
1022083,"A_32_P142818",1733,"DLX1","distal-less homeobox 1",1745,"2","n/a","n/a"
1057609,"A_23_P28595",1734,"DLX2","distal-less homeobox 2",1746,"2","n/a","n/a"
1057610,"A_23_P28598",1734,"DLX2","distal-less homeobox 2",1746,"2","n/a","n/a"
1057611,"A_24_P45980",1734,"DLX2","distal-less homeobox 2",1746,"2","n/a","n/a"
1057608,"A_23_P308552",1735,"DLX3","distal-less homeobox 3",1747,"17","n/a","n/a"
1057607,"A_24_P296587",1735,"DLX3","distal-less homeobox 3",1747,"17","n/a","n/a"
1024961,"A_23_P164196",1736,"DLX4","distal-less homeobox 4",1748,"17","n/a","n/a"
1057606,"CUST_16853_PI416261804",1736,"DLX4","distal-less homeobox 4",1748,"17","n/a","n/a"
1024962,"CUST_17034_PI416261804",1736,"DLX4","distal-less homeobox 4",1748,"17","n/a","n/a"
1022636,"A_23_P318262",1737,"DLX5","distal-less homeobox 5",1749,"7","n/a","n/a"
1022637,"CUST_10476_PI416261804",1737,"DLX5","distal-less homeobox 5",1749,"7","n/a","n/a"
1022372,"A_23_P353541",1738,"DLX6","distal-less homeobox 6",1750,"7","n/a","n/a"
1022373,"CUST_5737_PI416261804",1738,"DLX6","distal-less homeobox 6",1750,"7","n/a","n/a"
1035516,"A_23_P500542",79212,"DMBX1","diencephalon/mesencephalon homeobox 1",127343,"1","n/a","n/a"
1035517,"CUST_702_PI416261804",79212,"DMBX1","diencephalon/mesencephalon homeobox 1",127343,"1","n/a","n/a"
1017441,"A_23_P8664",9844,"DMTF1","cyclin D binding myb-like transcription factor 1",9988,"7","n/a","n/a"
1036552,"A_23_P362148",60215,"DNER","delta/notch-like EGF repeat containing",92737,"2","n/a","n/a"
1036553,"CUST_618_PI416261804",60215,"DNER","delta/notch-like EGF repeat containing",92737,"2","n/a","n/a"
1036090,"A_23_P131816",77733,"DNTTIP1","deoxynucleotidyltransferase, terminal, interacting protein 1",116092,"20","n/a","n/a"
1036091,"CUST_6630_PI416261804",77733,"DNTTIP1","deoxynucleotidyltransferase, terminal, interacting protein 1",116092,"20","n/a","n/a"
1049928,"A_23_P119458",8142,"DPF1","D4, zinc and double PHD fingers family 1",8193,"19","n/a","n/a"
1019740,"CUST_6956_PI416261804",8142,"DPF1","D4, zinc and double PHD fingers family 1",8193,"19","n/a","n/a"
1013624,"CUST_733_PI416573500",8142,"DPF1","D4, zinc and double PHD fingers family 1",8193,"19","n/a","n/a"
1010401,"CUST_759_PI416379584",8142,"DPF1","D4, zinc and double PHD fingers family 1",8193,"19","n/a","n/a"
1052227,"A_23_P127446",5945,"DPF2","D4, zinc and double PHD fingers family 2",5977,"11","n/a","n/a"
1052228,"CUST_1364_PI416261804",5945,"DPF2","D4, zinc and double PHD fingers family 2",5977,"11","n/a","n/a"
1061191,"A_23_P307392",8059,"DPF3","D4, zinc and double PHD fingers, family 3",8110,"14","n/a","n/a"
1049967,"A_32_P17416",8059,"DPF3","D4, zinc and double PHD fingers, family 3",8110,"14","n/a","n/a"
1049966,"CUST_8895_PI416261804",8059,"DPF3","D4, zinc and double PHD fingers, family 3",8110,"14","n/a","n/a"
1030311,"CUST_102_PI416379584",142306,"DPRX","divergent-paired related homeobox",503834,"19","n/a","n/a"
1030312,"CUST_98_PI416573500",142306,"DPRX","divergent-paired related homeobox",503834,"19","n/a","n/a"
1057548,"A_23_P391725",1798,"DR1","down-regulator of transcription 1, TBP-binding (negative cofactor 2)",1810,"1","n/a","n/a"
1057547,"A_23_P63205",1798,"DR1","down-regulator of transcription 1, TBP-binding (negative cofactor 2)",1810,"1","n/a","n/a"
1047202,"A_23_P138856",10442,"DRAP1","DR1-associated protein 1 (negative cofactor 2 alpha)",10589,"11","n/a","n/a"
1047203,"A_24_P107277",10442,"DRAP1","DR1-associated protein 1 (negative cofactor 2 alpha)",10589,"11","n/a","n/a"
1018259,"CUST_82_PI416573500",151459,"DRGX","dorsal root ganglia homeobox",644168,"10","n/a","n/a"
1011947,"CUST_86_PI416379584",151459,"DRGX","dorsal root ganglia homeobox",644168,"10","n/a","n/a"
1057458,"A_23_P36567",1828,"DTX1","deltex homolog 1 (Drosophila)",1840,"12","n/a","n/a"
1057457,"A_24_P290751",1828,"DTX1","deltex homolog 1 (Drosophila)",1840,"12","n/a","n/a"
1033618,"A_23_P336708",83409,"DTX3","deltex homolog 3 (Drosophila)",196403,"12","n/a","n/a"
1033617,"A_23_P53247",83409,"DTX3","deltex homolog 3 (Drosophila)",196403,"12","n/a","n/a"
1033619,"A_24_P359405",83409,"DTX3","deltex homolog 3 (Drosophila)",196403,"12","n/a","n/a"
1034346,"A_23_P347040",81002,"DTX3L","deltex 3-like (Drosophila)",151636,"3","n/a","n/a"
1034345,"A_24_P941912",81002,"DTX3L","deltex 3-like (Drosophila)",151636,"3","n/a","n/a"
1017390,"A_24_P158718",22975,"DTX4","deltex homolog 4 (Drosophila)",23220,"11","n/a","n/a"
1015164,"CUST_11862_PI416261804",22975,"DTX4","deltex homolog 4 (Drosophila)",23220,"11","n/a","n/a"
1023097,"CUST_205_PI416573500",149629,"DUXA","double homeobox A",503835,"19","n/a","n/a"
1023096,"CUST_210_PI416379584",149629,"DUXA","double homeobox A",503835,"19","n/a","n/a"
1057422,"A_23_P80032",1857,"E2F1","E2F transcription factor 1",1869,"20","n/a","n/a"
1057423,"CUST_16813_PI416261804",1857,"E2F1","E2F transcription factor 1",1869,"20","n/a","n/a"
1057421,"A_23_P125990",1858,"E2F2","E2F transcription factor 2",1870,"1","n/a","n/a"
1057420,"A_23_P408955",1858,"E2F2","E2F transcription factor 2",1870,"1","n/a","n/a"
1057418,"A_23_P385034",1859,"E2F3","E2F transcription factor 3",1871,"6","n/a","n/a"
1057419,"CUST_11698_PI416261804",1859,"E2F3","E2F transcription factor 3",1871,"6","n/a","n/a"
1057417,"A_23_P152218",1862,"E2F4","E2F transcription factor 4, p107/p130-binding",1874,"16","n/a","n/a"
1057416,"A_24_P318457",1862,"E2F4","E2F transcription factor 4, p107/p130-binding",1874,"16","n/a","n/a"
1011781,"A_23_P31721",1863,"E2F5","E2F transcription factor 5, p130-binding",1875,"8","n/a","n/a"
1017389,"CUST_121_PI416408490",1863,"E2F5","E2F transcription factor 5, p130-binding",1875,"8","n/a","n/a"
1012465,"CUST_14483_PI416261804",1863,"E2F5","E2F transcription factor 5, p130-binding",1875,"8","n/a","n/a"
1018584,"CUST_14484_PI416261804",1863,"E2F5","E2F transcription factor 5, p130-binding",1875,"8","n/a","n/a"
1021151,"A_23_P170774",1864,"E2F6","E2F transcription factor 6",1876,"2","n/a","n/a"
1021154,"A_32_P12610",1864,"E2F6","E2F transcription factor 6",1876,"2","n/a","n/a"
1021152,"A_32_P230720",1864,"E2F6","E2F transcription factor 6",1876,"2","n/a","n/a"
1021153,"A_32_P27271",1864,"E2F6","E2F transcription factor 6",1876,"2","n/a","n/a"
1034768,"A_32_P210202",80371,"E2F7","E2F transcription factor 7",144455,"12","n/a","n/a"
1034769,"CUST_13875_PI416261804",80371,"E2F7","E2F transcription factor 7",144455,"12","n/a","n/a"
1039018,"A_23_P35871",55536,"E2F8","E2F transcription factor 8",79733,"11","n/a","n/a"
1039019,"CUST_8346_PI416261804",55536,"E2F8","E2F transcription factor 8",79733,"11","n/a","n/a"
1057414,"A_23_P15045",1865,"E4F1","E4F transcription factor 1",1877,"16","n/a","n/a"
1057415,"CUST_1594_PI416261804",1865,"E4F1","E4F transcription factor 1",1877,"16","n/a","n/a"
1023256,"A_23_P60376",8650,"EDF1","endothelial differentiation-related factor 1",8721,"9","n/a","n/a"
1023257,"CUST_5644_PI416261804",8650,"EDF1","endothelial differentiation-related factor 1",8721,"9","n/a","n/a"
1025760,"A_23_P53217",8655,"EED","embryonic ectoderm development",8726,"11","n/a","n/a"
1025761,"CUST_6941_PI416261804",8655,"EED","embryonic ectoderm development",8726,"11","n/a","n/a"
1025762,"CUST_6942_PI416261804",8655,"EED","embryonic ectoderm development",8726,"11","n/a","n/a"
1045145,"A_23_P22596",25724,"EGFL6","EGF-like-domain, multiple 6",25975,"X","n/a","n/a"
1045146,"CUST_5049_PI416261804",25724,"EGFL6","EGF-like-domain, multiple 6",25975,"X","n/a","n/a"
1057341,"A_23_P214080",1945,"EGR1","early growth response 1",1958,"5","n/a","n/a"
1057342,"CUST_16925_PI416261804",1945,"EGR1","early growth response 1",1958,"5","n/a","n/a"
1016134,"A_23_P46936",1946,"EGR2","early growth response 2",1959,"10","n/a","n/a"
1020237,"CUST_14944_PI416261804",1946,"EGR2","early growth response 2",1959,"10","n/a","n/a"
1014679,"CUST_14946_PI416261804",1946,"EGR2","early growth response 2",1959,"10","n/a","n/a"
1014821,"CUST_14947_PI416261804",1946,"EGR2","early growth response 2",1959,"10","n/a","n/a"
1057339,"A_23_P216225",1947,"EGR3","early growth response 3",1960,"8","n/a","n/a"
1057340,"CUST_11445_PI416261804",1947,"EGR3","early growth response 3",1960,"8","n/a","n/a"
1057337,"A_23_P380318",1948,"EGR4","early growth response 4",1961,"2","n/a","n/a"
1057338,"CUST_16539_PI416261804",1948,"EGR4","early growth response 4",1961,"2","n/a","n/a"
1044869,"A_23_P203540",26046,"EHF","ets homologous factor",26298,"11","n/a","n/a"
1044870,"CUST_11035_PI416261804",26046,"EHF","ets homologous factor",26298,"11","n/a","n/a"
1049451,"A_23_P9061",8598,"EIF3H","eukaryotic translation initiation factor 3, subunit H",8667,"8","n/a","n/a"
1049453,"A_24_P488649",8598,"EIF3H","eukaryotic translation initiation factor 3, subunit H",8667,"8","n/a","n/a"
1049452,"A_32_P29395",8598,"EIF3H","eukaryotic translation initiation factor 3, subunit H",8667,"8","n/a","n/a"
1057284,"A_23_P2801",1982,"ELF1","E74-like factor 1 (ets domain transcription factor)",1997,"13","n/a","n/a"
1057285,"A_24_P78590",1982,"ELF1","E74-like factor 1 (ets domain transcription factor)",1997,"13","n/a","n/a"
1030934,"A_23_P132948",1983,"ELF2","E74-like factor 2 (ets domain transcription factor)",1998,"4","n/a","n/a"
1030936,"CUST_10285_PI416261804",1983,"ELF2","E74-like factor 2 (ets domain transcription factor)",1998,"4","n/a","n/a"
1030935,"CUST_10289_PI416261804",1983,"ELF2","E74-like factor 2 (ets domain transcription factor)",1998,"4","n/a","n/a"
1019838,"A_23_P104188",1984,"ELF3","E74-like factor 3 (ets domain transcription factor, epithelial-specific )",1999,"1","n/a","n/a"
1014841,"CUST_11270_PI416261804",1984,"ELF3","E74-like factor 3 (ets domain transcription factor, epithelial-specific )",1999,"1","n/a","n/a"
1019636,"A_23_P9621",1985,"ELF4","E74-like factor 4 (ets domain transcription factor)",2000,"X","n/a","n/a"
1010376,"A_24_P340066",1985,"ELF4","E74-like factor 4 (ets domain transcription factor)",2000,"X","n/a","n/a"
1027372,"A_23_P13465",1986,"ELF5","E74-like factor 5 (ets domain transcription factor)",2001,"11","n/a","n/a"
1027371,"A_24_P227141",1986,"ELF5","E74-like factor 5 (ets domain transcription factor)",2001,"11","n/a","n/a"
1012769,"A_23_P171054",1987,"ELK1","ELK1, member of ETS oncogene family",2002,"X","n/a","n/a"
1019834,"CUST_15194_PI416261804",1987,"ELK1","ELK1, member of ETS oncogene family",2002,"X","n/a","n/a"
1014556,"CUST_15197_PI416261804",1987,"ELK1","ELK1, member of ETS oncogene family",2002,"X","n/a","n/a"
1019016,"CUST_624_PI417507815",1987,"ELK1","ELK1, member of ETS oncogene family",2002,"X","n/a","n/a"
1057282,"A_23_P338325",1989,"ELK3","ELK3, ETS-domain protein (SRF accessory protein 2)",2004,"12","n/a","n/a"
1057283,"CUST_11463_PI416261804",1989,"ELK3","ELK3, ETS-domain protein (SRF accessory protein 2)",2004,"12","n/a","n/a"
1025277,"A_23_P161098",1990,"ELK4","ELK4, ETS-domain protein (SRF accessory protein 1)",2005,"1","n/a","n/a"
1025278,"CUST_14695_PI416261804",1990,"ELK4","ELK4, ETS-domain protein (SRF accessory protein 1)",2005,"1","n/a","n/a"
1049937,"A_23_P16537",8127,"ELL","elongation factor RNA polymerase II",8178,"19","n/a","n/a"
1049938,"A_23_P16538",8127,"ELL","elongation factor RNA polymerase II",8178,"19","n/a","n/a"
1049939,"A_23_P27936",8127,"ELL","elongation factor RNA polymerase II",8178,"19","n/a","n/a"
1046154,"A_23_P251011",22691,"ELL2","elongation factor, RNA polymerase II, 2",22936,"5","n/a","n/a"
1046152,"A_23_P41645",22691,"ELL2","elongation factor, RNA polymerase II, 2",22936,"5","n/a","n/a"
1046153,"A_23_P58506",22691,"ELL2","elongation factor, RNA polymerase II, 2",22936,"5","n/a","n/a"
1038564,"A_23_P3237",56038,"ELL3","elongation factor RNA polymerase II-like 3",80237,"15","n/a","n/a"
1038565,"A_24_P47988",56038,"ELL3","elongation factor RNA polymerase II-like 3",80237,"15","n/a","n/a"
1057269,"A_23_P315122",2001,"EMX1","empty spiracles homeobox 1",2016,"2","n/a","n/a"
1057270,"CUST_5122_PI416261804",2001,"EMX1","empty spiracles homeobox 1",2016,"2","n/a","n/a"
1057265,"A_23_P44264",2003,"EMX2","empty spiracles homeobox 2",2018,"10","n/a","n/a"
1057266,"CUST_10325_PI416261804",2003,"EMX2","empty spiracles homeobox 2",2018,"10","n/a","n/a"
1057263,"A_23_P56404",2004,"EN1","engrailed homeobox 1",2019,"2","n/a","n/a"
1057264,"CUST_15139_PI416261804",2004,"EN1","engrailed homeobox 1",2019,"2","n/a","n/a"
1057260,"A_23_P134433",2005,"EN2","engrailed homeobox 2",2020,"7","n/a","n/a"
1057262,"CUST_13146_PI416261804",2005,"EN2","engrailed homeobox 2",2020,"7","n/a","n/a"
1057261,"CUST_247_PI416408490",2005,"EN2","engrailed homeobox 2",2020,"7","n/a","n/a"
1049852,"A_24_P97374",8262,"EOMES","eomesodermin",8320,"3","n/a","n/a"
1049853,"CUST_8862_PI416261804",8262,"EOMES","eomesodermin",8320,"3","n/a","n/a"
1057248,"A_23_P40693",2018,"EP300","E1A binding protein p300",2033,"22","n/a","n/a"
1057249,"A_24_P7887",2018,"EP300","E1A binding protein p300",2033,"22","n/a","n/a"
1057246,"A_23_P210210",2019,"EPAS1","endothelial PAS domain protein 1",2034,"2","n/a","n/a"
1057247,"A_23_P430120",2019,"EPAS1","endothelial PAS domain protein 1",2034,"2","n/a","n/a"
1048096,"A_23_P415622",9708,"EPM2AIP1","EPM2A (laforin) interacting protein 1",9852,"3","n/a","n/a"
1048097,"A_24_P627984",9708,"EPM2AIP1","EPM2A (laforin) interacting protein 1",9852,"3","n/a","n/a"
1057188,"A_23_P4679",2062,"ERF","Ets2 repressor factor",2077,"19","n/a","n/a"
1057189,"CUST_4818_PI416261804",2062,"ERF","Ets2 repressor factor",2077,"19","n/a","n/a"
1020606,"A_23_P301414",2063,"ERG","v-ets erythroblastosis virus E26 oncogene homolog (avian)",2078,"21","n/a","n/a"
1014660,"A_23_P57323",2063,"ERG","v-ets erythroblastosis virus E26 oncogene homolog (avian)",2078,"21","n/a","n/a"
1015105,"A_24_P922378",2063,"ERG","v-ets erythroblastosis virus E26 oncogene homolog (avian)",2078,"21","n/a","n/a"
1057186,"A_23_P128734",2064,"ERH","enhancer of rudimentary homolog (Drosophila)",2079,"14","n/a","n/a"
1057187,"CUST_10256_PI416261804",2064,"ERH","enhancer of rudimentary homolog (Drosophila)",2079,"14","n/a","n/a"
1025116,"A_23_P200960",77355,"ERMAP","erythroblast membrane-associated protein (Scianna blood group)",114625,"1","n/a","n/a"
1025115,"A_24_P105391",77355,"ERMAP","erythroblast membrane-associated protein (Scianna blood group)",114625,"1","n/a","n/a"
1011598,"A_23_P309739",2084,"ESR1","estrogen receptor 1",2099,"6","n/a","n/a"
1015397,"A_24_P325215",2084,"ESR1","estrogen receptor 1",2099,"6","n/a","n/a"
1015390,"A_24_P383478",2084,"ESR1","estrogen receptor 1",2099,"6","n/a","n/a"
1020672,"CUST_255_PI416408490",2084,"ESR1","estrogen receptor 1",2099,"6","n/a","n/a"
1021355,"A_23_P54100",2085,"ESR2","estrogen receptor 2 (ER beta)",2100,"14","n/a","n/a"
1021356,"CUST_16836_PI416261804",2085,"ESR2","estrogen receptor 2 (ER beta)",2100,"14","n/a","n/a"
1057177,"A_23_P1585",2086,"ESRRA","estrogen-related receptor alpha",2101,"11","n/a","n/a"
1059550,"A_23_P22190",2088,"ESRRB","estrogen-related receptor beta",2103,"14","n/a","n/a"
1057174,"A_23_P391857",2088,"ESRRB","estrogen-related receptor beta",2103,"14","n/a","n/a"
1057176,"A_24_P415928",2088,"ESRRB","estrogen-related receptor beta",2103,"14","n/a","n/a"
1057175,"CUST_11089_PI416261804",2088,"ESRRB","estrogen-related receptor beta",2103,"14","n/a","n/a"
1025900,"A_23_P74900",2089,"ESRRG","estrogen-related receptor gamma",2104,"1","n/a","n/a"
1025901,"A_24_P7965",2089,"ESRRG","estrogen-related receptor gamma",2104,"1","n/a","n/a"
1038474,"A_23_P325606",56486,"ESX1","ESX homeobox 1",80712,"X","n/a","n/a"
1038475,"CUST_2009_PI416261804",56486,"ESX1","ESX homeobox 1",80712,"X","n/a","n/a"
1020512,"A_23_P127525",2098,"ETS1","v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)",2113,"11","n/a","n/a"
1015212,"A_23_P329212",2098,"ETS1","v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)",2113,"11","n/a","n/a"
1013075,"A_24_P751074",2098,"ETS1","v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)",2113,"11","n/a","n/a"
1025000,"A_23_P257924",2099,"ETS2","v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)",2114,"21","n/a","n/a"
1024999,"A_24_P314179",2099,"ETS2","v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)",2114,"21","n/a","n/a"
1025002,"A_24_P382661",2099,"ETS2","v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)",2114,"21","n/a","n/a"
1057165,"A_23_P134366",2100,"ETV1","ets variant 1",2115,"7","n/a","n/a"
1057167,"A_32_P78491",2100,"ETV1","ets variant 1",2115,"7","n/a","n/a"
1057166,"CUST_256_PI416408490",2100,"ETV1","ets variant 1",2115,"7","n/a","n/a"
1030900,"CUST_736_PI416573500",2101,"ETV2","ets variant 2",2116,"19","n/a","n/a"
1030899,"CUST_762_PI416379584",2101,"ETV2","ets variant 2",2116,"19","n/a","n/a"
1057164,"A_23_P400945",2102,"ETV3","ets variant 3",2117,"1","n/a","n/a"
1057162,"CUST_1043_PI416573500",2102,"ETV3","ets variant 3",2117,"1","n/a","n/a"
1010295,"CUST_1075_PI416379584",2102,"ETV3","ets variant 3",2117,"1","n/a","n/a"
1057163,"CUST_11379_PI416261804",2102,"ETV3","ets variant 3",2117,"1","n/a","n/a"
1018157,"A_23_P431776",2103,"ETV4","ets variant 4",2118,"17","n/a","n/a"
1012492,"A_24_P416346",2103,"ETV4","ets variant 4",2118,"17","n/a","n/a"
1057157,"A_23_P105264",2105,"ETV6","ets variant 6",2120,"12","n/a","n/a"
1057158,"A_24_P372862",2105,"ETV6","ets variant 6",2120,"12","n/a","n/a"
1057156,"A_32_P223918",2105,"ETV6","ets variant 6",2120,"12","n/a","n/a"
1043334,"A_23_P42353",30993,"ETV7","ets variant 7",51513,"6","n/a","n/a"
1043335,"CUST_7004_PI416261804",30993,"ETV7","ets variant 7",51513,"6","n/a","n/a"
1057144,"A_24_P368943",2113,"EVX1","even-skipped homeobox 1",2128,"7","n/a","n/a"
1057143,"CUST_1271_PI416379584",2113,"EVX1","even-skipped homeobox 1",2128,"7","n/a","n/a"
1057145,"CUST_5754_PI416261804",2113,"EVX1","even-skipped homeobox 1",2128,"7","n/a","n/a"
1013540,"CUST_1231_PI416573500",110108,"EVX2","even-skipped homeobox 2",344191,"2","n/a","n/a"
1029928,"A_23_P91657",2115,"EWSR1","Ewing sarcoma breakpoint region 1",2130,"22","n/a","n/a"
1069919,"A_24_P384569",2115,"EWSR1","Ewing sarcoma breakpoint region 1",2130,"22","n/a","n/a"
1029929,"A_24_P384573",2115,"EWSR1","Ewing sarcoma breakpoint region 1",2130,"22","n/a","n/a"
1029930,"A_24_P384578",2115,"EWSR1","Ewing sarcoma breakpoint region 1",2130,"22","n/a","n/a"
1018667,"A_32_P207054",2115,"EWSR1","Ewing sarcoma breakpoint region 1",2130,"22","n/a","n/a"
1036649,"A_23_P404005",60128,"FAM58A","family with sequence similarity 58, member A",92002,"X","n/a","n/a"
1012385,"A_24_P212565",60128,"FAM58A","family with sequence similarity 58, member A",92002,"X","n/a","n/a"
1036650,"A_32_P75122",60128,"FAM58A","family with sequence similarity 58, member A",92002,"X","n/a","n/a"
1016603,"CUST_2976_PI416261804",60128,"FAM58A","family with sequence similarity 58, member A",92002,"X","n/a","n/a"
1036651,"CUST_658_PI417507815",60128,"FAM58A","family with sequence similarity 58, member A",92002,"X","n/a","n/a"
1016509,"CUST_723_PI416379584",60128,"FAM58A","family with sequence similarity 58, member A",92002,"X","n/a","n/a"
1023237,"A_23_P23457",34040,"FBLIM1","filamin binding LIM protein 1",54751,"1","n/a","n/a"
1023154,"A_23_P337934",34040,"FBLIM1","filamin binding LIM protein 1",54751,"1","n/a","n/a"
1023155,"A_24_P94222",34040,"FBLIM1","filamin binding LIM protein 1",54751,"1","n/a","n/a"
1023238,"CUST_13960_PI416261804",34040,"FBLIM1","filamin binding LIM protein 1",54751,"1","n/a","n/a"
1018448,"A_23_P102462",79389,"FBLN7","fibulin 7",129804,"2","n/a","n/a"
1013604,"CUST_6427_PI416261804",79389,"FBLN7","fibulin 7",129804,"2","n/a","n/a"
1024792,"A_24_P333494",33746,"FBXO42","F-box protein 42",54455,"1","n/a","n/a"
1024793,"CUST_4960_PI416261804",33746,"FBXO42","F-box protein 42",54455,"1","n/a","n/a"
1033048,"A_23_P422849",85876,"FERD3L","Fer3-like (Drosophila)",222894,"7","n/a","n/a"
1033049,"CUST_9343_PI416261804",85876,"FERD3L","Fer3-like (Drosophila)",222894,"7","n/a","n/a"
1042739,"A_23_P5460",34027,"FEV","FEV (ETS oncogene family)",54738,"2","n/a","n/a"
1042740,"CUST_11036_PI416261804",34027,"FEV","FEV (ETS oncogene family)",54738,"2","n/a","n/a"
1019100,"CUST_1379_PI416573500",123486,"FEZF1","FEZ family zinc finger 1",389549,"7","n/a","n/a"
1010330,"CUST_1423_PI416379584",123486,"FEZF1","FEZ family zinc finger 1",389549,"7","n/a","n/a"
1042322,"A_24_P405631",34368,"FEZF2","FEZ family zinc finger 2",55079,"3","n/a","n/a"
1042323,"CUST_1598_PI416261804",34368,"FEZF2","FEZ family zinc finger 2",55079,"3","n/a","n/a"
1019372,"A_23_P217326",2258,"FHL1","four and a half LIM domains 1",2273,"X","n/a","n/a"
1013961,"CUST_15305_PI416261804",2258,"FHL1","four and a half LIM domains 1",2273,"X","n/a","n/a"
1020119,"CUST_15306_PI416261804",2258,"FHL1","four and a half LIM domains 1",2273,"X","n/a","n/a"
1020193,"CUST_15307_PI416261804",2258,"FHL1","four and a half LIM domains 1",2273,"X","n/a","n/a"
1014608,"CUST_15308_PI416261804",2258,"FHL1","four and a half LIM domains 1",2273,"X","n/a","n/a"
1020192,"CUST_15309_PI416261804",2258,"FHL1","four and a half LIM domains 1",2273,"X","n/a","n/a"
1013735,"CUST_15310_PI416261804",2258,"FHL1","four and a half LIM domains 1",2273,"X","n/a","n/a"
1013950,"CUST_15315_PI416261804",2258,"FHL1","four and a half LIM domains 1",2273,"X","n/a","n/a"
1022781,"A_23_P108751",2259,"FHL2","four and a half LIM domains 2",2274,"2","n/a","n/a"
1022782,"CUST_12187_PI416261804",2259,"FHL2","four and a half LIM domains 2",2274,"2","n/a","n/a"
1056977,"A_23_P114839",2260,"FHL3","four and a half LIM domains 3",2275,"1","n/a","n/a"
1056978,"CUST_12084_PI416261804",2260,"FHL3","four and a half LIM domains 3",2275,"1","n/a","n/a"
1048568,"A_23_P42358",9320,"FHL5","four and a half LIM domains 5",9457,"6","n/a","n/a"
1048569,"CUST_4773_PI416261804",9320,"FHL5","four and a half LIM domains 5",9457,"6","n/a","n/a"
1031875,"CUST_1123_PI416573500",110100,"FIGLA","folliculogenesis specific basic helix-loop-helix",344018,"2","n/a","n/a"
1031874,"CUST_1160_PI416379584",110100,"FIGLA","folliculogenesis specific basic helix-loop-helix",344018,"2","n/a","n/a"
1037230,"A_23_P107855",59112,"FIZ1","FLT3-interacting zinc finger 1",84922,"19","n/a","n/a"
1037231,"CUST_4944_PI416261804",59112,"FIZ1","FLT3-interacting zinc finger 1",84922,"19","n/a","n/a"
1056935,"A_24_P355649",2297,"FLI1","Friend leukemia virus integration 1",2313,"11","n/a","n/a"
1056936,"CUST_12894_PI416261804",2297,"FLI1","Friend leukemia virus integration 1",2313,"11","n/a","n/a"
1056894,"A_23_P106194",2337,"FOS","FBJ murine osteosarcoma viral oncogene homolog",2353,"14","n/a","n/a"
1056895,"CUST_15705_PI416261804",2337,"FOS","FBJ murine osteosarcoma viral oncogene homolog",2353,"14","n/a","n/a"
1016457,"A_23_P429998",2338,"FOSB","FBJ murine osteosarcoma viral oncogene homolog B",2354,"19","n/a","n/a"
1015027,"CUST_15515_PI416261804",2338,"FOSB","FBJ murine osteosarcoma viral oncogene homolog B",2354,"19","n/a","n/a"
1049991,"A_23_P161624",8011,"FOSL1","FOS-like antigen 1",8061,"11","n/a","n/a"
1049992,"A_23_P322519",8011,"FOSL1","FOS-like antigen 1",8061,"11","n/a","n/a"
1056892,"A_23_P218555",2339,"FOSL2","FOS-like antigen 2",2355,"2","n/a","n/a"
1056893,"A_23_P345581",2339,"FOSL2","FOS-like antigen 2",2355,"2","n/a","n/a"
1056891,"A_23_P348121",2339,"FOSL2","FOS-like antigen 2",2355,"2","n/a","n/a"
1055600,"A_23_P37127",3149,"FOXA1","forkhead box A1",3169,"14","n/a","n/a"
1055599,"A_24_P347431",3149,"FOXA1","forkhead box A1",3169,"14","n/a","n/a"
1055597,"A_23_P165582",3150,"FOXA2","forkhead box A2",3170,"20","n/a","n/a"
1055598,"A_24_P294199",3150,"FOXA2","forkhead box A2",3170,"20","n/a","n/a"
1055596,"A_23_P142174",3151,"FOXA3","forkhead box A3",3171,"19","n/a","n/a"
1055595,"A_23_P208737",3151,"FOXA3","forkhead box A3",3171,"19","n/a","n/a"
1044717,"A_23_P140527",26768,"FOXB1","forkhead box B1",27023,"15","n/a","n/a"
1044716,"CUST_1437_PI416261804",26768,"FOXB1","forkhead box B1",27023,"15","n/a","n/a"
1030105,"CUST_212_PI416573500",135369,"FOXB2","forkhead box B2",442425,"9","n/a","n/a"
1030104,"CUST_218_PI416379584",135369,"FOXB2","forkhead box B2",442425,"9","n/a","n/a"
1056959,"A_23_P390504",2280,"FOXC1","forkhead box C1",2296,"6","n/a","n/a"
1056960,"A_32_P205110",2280,"FOXC1","forkhead box C1",2296,"6","n/a","n/a"
1056945,"A_24_P82358",2287,"FOXC2","forkhead box C2 (MFH-1, mesenchyme forkhead 1)",2303,"16","n/a","n/a"
1056946,"CUST_16655_PI416261804",2287,"FOXC2","forkhead box C2 (MFH-1, mesenchyme forkhead 1)",2303,"16","n/a","n/a"
1056942,"A_23_P413585",2290,"FOXD2","forkhead box D2",2306,"1","n/a","n/a"
1056941,"A_23_P86171",2290,"FOXD2","forkhead box D2",2306,"1","n/a","n/a"
